tokens,labels
"['Die', 'Zahl', 'Eins', '(1)', 'ist', 'eine', 'Un-gerade', 'Zahl.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'ist', 'eine', 'Quadrat-zahl.']","[0, 0, 0, 0, 0]"
"['Und', 'sie', 'ist', 'eine', 'Kubik-zahl.']","[0, 0, 0, 0, 0]"
"['Schul-note', 'sind', 'Zahlen.']","[0, 0, 0]"
"['In', 'Deutschland', 'bedeutet', 'Eins', '(1)', 'dass', 'man', 'etwas', 'sehr', 'gut', 'gemacht', 'hat.']","[1, 1, 3, 2, 3, 4, 4, 4, 4, 0, 4, 4]"
"['Und', 'in', 'der', 'Schweiz', 'bedeutet', 'Eins', '(1)', 'das', 'man', 'etwas', 'sehr', 'schlecht', 'gemacht', 'hat.']","[0, 1, 0, 1, 3, 2, 3, 4, 4, 4, 4, 4, 4, 4]"
"['Eins', 'ist', 'eine', 'Uhr-zeit.']","[0, 0, 0, 0]"
"['Eins', 'ist', 'eine', 'Zahl.']","[0, 0, 0, 0]"
"['Sie', 'kommt', 'zwischen', 'Null', 'und', 'Zwei.']","[0, 0, 0, 0, 0, 0]"
"['Man', 'kann', 'damit', 'rechnen.']","[0, 0, 0, 0]"
"['Und', 'man', 'kann', 'damit', 'Sachen', 'be-schreiben.']","[0, 0, 0, 0, 0, 0]"
"['In', 'der', 'Computer-sprache', 'bedeutet', 'Eins', '(1)', 'ein-schalten.']","[0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'sie', 'bedeutet', 'Richtig.']","[0, 0, 0, 0]"
"['Eins', '(1)', 'kann', 'man', 'als', 'Zeichen', 'schreiben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Man', 'kann', 'Eins', '(1)', 'aus-schreiben.']","[0, 0, 0, 0, 0]"
"['Man', 'kann', 'Eins', '(1)', 'mit', 'einem', 'Hand-zeichen', 'zeigen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Nach', 'dem', 'Kopf-Stoß', 'muss', 'aber', '1', 'Körper-Teil', 'auf', 'dem', 'Boden', 'sein.']","[1, 0, 1, 2, 2, 2, 2, 2, 0, 2, 2]"
"['Das', 'heißt:', '\\newline', 'man', 'darf', 'nicht', 'auf', 'dem', 'Tisch', 'liegen', 'bleiben.']","[0, 0, 0, 0, 1, 1, 2, 2, 2, 1, 1]"
"['Es', 'werden', '2', 'Spiele', 'gespielt.']","[0, 0, 0, 0, 0]"
"['Bei', 'jedem', 'Spiel', 'muss', 'man', '11', 'Punkte', 'machen,', '\\newline', 'damit', 'man', 'gewinnt.']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2]"
"['Wer', '2', 'Spiele', 'gewinnt', 'ist', 'der', 'Gewinner.']","[1, 1, 1, 1, 2, 0, 2]"
"['Kopfballtischtennis', 'ist', 'eine', 'Sportart.']","[0, 0, 0, 0]"
"['Zwei', 'Personen', 'spielen', 'gegeneinander,', '', '\\newline', 'mit', 'einem', 'Ball', 'auf', 'einem', 'Tisch.']","[0, 0, 0, 1, 0, 0, 2, 0, 2, 3, 0, 3]"
"['Der', 'Ball', 'muss', 'auf', 'die', 'andere', 'Tisch-Seite', 'gestoßen', 'werden.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Ball', 'darf', 'nur', 'mit', 'dem', 'Kopf', 'berührt', 'werden.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Kopf-geld', 'ist', 'eine', 'Belohnung.']","[0, 0, 0, 0]"
"['Dafür', 'das', 'man', 'jemand', 'tötet.']","[0, 0, 0, 0, 0]"
"['Kopf-geld', 'gibt', 'es', 'für', 'Verbrecher.']","[0, 0, 0, 0, 0]"
"['Jemand', 'der', 'für', 'Geld', 'Personen', 'sucht,', '\\newline', 'ist', 'ein', 'Kopf-geld-jäger.']","[0, 1, 1, 1, 1, 1, 0, 2, 0, 2]"
"['Kopfgeld', 'ist', 'Geld.']","[0, 0, 0]"
"['Man', 'bekommt', 'es,', 'wenn', 'man', 'eine', 'Person', 'findet.']","[1, 1, 1, 2, 2, 0, 2, 2]"
"['Eine', 'Person', 'die', 'von', 'vielen', 'ge-sucht', 'wird.']","[0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'eine', 'Person', 'die', 'ein', 'Verbrechen', 'gemacht', 'hat.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'eine', 'Person', 'die', 'aus', 'dem', 'Gefängnis', 'aus-gebrochen', 'ist.']","[0, 0, 1, 0, 2, 0, 2, 1, 0]"
"['Kopf-salat', 'ist', 'eine', 'Pflanze.']","[0, 0, 0, 0]"
"['Wahrscheinlich', 'stammt', 'der', 'Kopf-salat', 'vom', 'Wilden', 'Lattich', 'ab.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Wilder', 'Lattich', 'ist', 'eine', 'Steppen-pflanze.']","[0, 0, 0, 0, 0]"
"['Wilder', 'Lattich', 'wächst', 'in', 'Süd-europa', 'und', 'Vorder-asien.']","[0, 0, 0, 0, 1, 0, 2]"
"['Kopf-salat', 'kann', 'man', 'im', 'Freien', 'anpflanzen.']","[0, 0, 0, 1, 1, 2]"
"['Kopf-salat', 'kann', '1', 'Jahr', 'bis', '2', 'Jahre', 'alt', 'werden.']","[0, 0, 1, 1, 2, 2, 2, 0, 0]"
"['Kopf-salat', 'ist', 'empfindlich.']","[0, 0, 0]"
"['Darum', 'darf', 'man', 'diesen', 'nicht', 'drücken.']","[0, 0, 0, 0, 0, 0]"
"['Kopf-salat', 'kann', 'man', 'nur', 'wenige', 'Tage', 'lagern.']","[0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel:', '\\newline', 'Wenn', 'die', 'Temperatur', '0', 'Grad', 'Celsius', 'beträgt,', '\\newline', 'dann', 'kann', 'man', 'Kopf-salat', '8', 'bis', '12', 'Tage', 'lagern.']","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 2, 3, 3, 3, 3]"
"['Aus', 'Kopf-salat', 'kann', 'man', 'einen', 'Blatt-salat', 'machen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Im', 'Kopf-salat', 'sind', 'viele', 'Mineralien', 'und', 'Vitamine.']","[0, 0, 0, 0, 1, 0, 2]"
"['Kopf-salat', 'besteht', 'aus', '95', 'Prozent', 'Wasser.']","[0, 0, 0, 0, 0, 0]"
"['Kopf-salat', 'ist', 'ein', 'Gemüse.']","[0, 0, 0, 0]"
"['Die', 'Blätter', 'vom', 'Kopf-salat', 'kann', 'man', 'essen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Koprolalie', 'kann', 'zwanghaft', 'sein.']","[0, 0, 0, 0]"
"['Der', 'Mensch', 'mit', 'Koprolalie', 'kann', 'die', 'Wörter', 'nicht', 'steuern.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Wörter', 'zum', 'Thema', 'Kot', 'werden', 'ausgesprochen,', '', '\\newline', 'ohne', 'das', 'die', 'Person', 'es', 'möchte.']","[0, 2, 1, 1, 1, 2, 2, 0, 0, 3, 3, 0, 3, 3, 3]"
"['Koprolalie', 'ist', 'ein', 'Griechisches', 'Wort.']","[0, 0, 0, 1, 2]"
"['Koprolalie', 'ist', 'sehr', 'oft', 'mit', 'dem', 'Tourette-Syndrom', 'verbunden.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Gegen', 'Koprolalie', 'kann', 'helfen:', '•', 'Medikamente']","[0, 0, 0, 0, 0, 0]"
"['Gegen', 'Koprolalie', 'kann', 'helfen:', '•', 'Autogenes', 'Training']","[0, 0, 0, 0, 0, 0, 0]"
"['Gegen', 'Koprolalie', 'kann', 'helfen:', '•', 'Biofeedback']","[0, 0, 0, 0, 0, 0]"
"['Gegen', 'Koprolalie', 'kann', 'helfen:', '•', 'Psychotherapie']","[0, 0, 0, 0, 0, 0]"
"['Bei', 'der', 'Koprolalie', 'spricht', 'jemand', 'Wörter', 'aus.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Wörter', 'werden', 'hintereinander', 'ausgesprochen.']","[0, 0, 0, 0, 0]"
"['Die', 'Wörter', 'sind', 'zum', 'Thema:', '•', 'Kot']","[0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Koran', 'war', 'zuerst', 'auf', 'Arabisch', 'geschrieben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Auf', 'Arabisch', 'schreibt', 'man', 'so:', 'Quran.']","[0, 0, 0, 0, 0, 0]"
"['Auf', 'Türkisch', 'schreibt', 'man', 'so:', 'Kuran.']","[0, 0, 0, 0, 0, 0]"
"['Heute', 'gibt', 'es', 'den', 'Koran', 'in', 'vielen', 'Sprachen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Koran', 'hat', '114', 'Kapitel.']","[0, 0, 0, 0, 0]"
"['Die', 'Kapitel', 'im', 'Koran', 'heißen', 'Suren.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Koran', 'ist', 'die', 'heilige', 'Schrift', 'im', 'Islam.']","[0, 0, 0, 0, 1, 0, 2, 2]"
"['Dinge,', 'die', 'in', 'einer', 'Religion', 'wichtig', 'sind,', 'nennt', 'man', 'heilig.']","[0, 1, 1, 0, 1, 1, 1, 2, 2, 2]"
"['Der', 'Islam', 'ist', 'eine', 'Religion.']","[0, 0, 0, 0, 0]"
"['Der', 'Streit', 'zwischen', 'den', 'beiden', 'Länder', 'ist', 'ein', 'sehr', 'großer', 'Konflikt.']","[0, 0, 1, 0, 1, 1, 2, 0, 2, 2, 2]"
"['Der', 'Korea-Konflikt', 'geht', 'schon', 'sehr', 'lange.']","[0, 0, 0, 0, 0, 0]"
"['Er', 'hat', 'im', 'Jahr', '1945', 'angefangen.']","[0, 0, 0, 0, 0, 0]"
"['Davor', 'ist', 'Süd-korea', 'und', 'Nord-korea', 'ein', '(1)', 'Land', 'gewesen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'größte', 'Streit', 'hat', 'im', 'Jahr', '1950', 'angefangen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Im', 'Juni', '1950', 'hat', 'der', 'Korea-krieg', 'angefangen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Nord-korea', 'und', 'Süd-korea', 'streiten', 'sich', 'um', '2', 'große', 'Sachen.']","[1, 1, 1, 1, 1, 2, 2, 2, 2]"
"['Sie', 'streiten', 'sich', 'um', 'eine', 'Insel', 'in', 'Korea.']","[1, 1, 1, 2, 0, 2, 2, 2]"
"['Nord-korea', 'und', 'Süd-korea', 'streiten', 'darum', 'wem', 'die', 'Insel', 'gehört.']","[1, 1, 1, 1, 2, 2, 0, 2, 2]"
"['Und', 'sie', 'streiten', 'sich', 'um', 'das', 'Atom-programm', 'von', 'Nord-korea.']","[0, 1, 1, 1, 2, 0, 2, 2, 2]"
"['Süd-korea', 'möchte', 'das', 'Atom-programm', 'von', 'Nord-korea', 'verbieten.']","[1, 1, 0, 0, 2, 2, 1]"
"['Sie', 'haben', 'Angst', 'das', 'Nord-korea', 'Atom-waffen', 'baut.']","[1, 1, 1, 2, 2, 2, 2]"
"['Viele', 'Politiker', 'wollen', 'das', 'es', 'Sanktionen', 'gegen', 'Nord-korea', 'gibt.']","[1, 1, 1, 2, 2, 3, 3, 3, 2]"
"['Es', 'gibt', 'viele', 'verschiedene', 'Meinungen', 'zum', 'Streit', 'zwischen', 'Nord-korea', 'und', 'Süd-korea.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Beide', 'Länder', 'werden', 'von', 'anderen', 'Ländern', 'unterstützt.']","[0, 0, 0, 0, 0, 0, 0]"
"['China', 'unterstützt', 'Nord-korea.']","[0, 0, 0]"
"['Und', 'früher', 'hat', 'die', 'Sowjetunion', 'auch', 'Nord-korea', 'unterstützt.']","[0, 1, 2, 0, 2, 2, 2, 2]"
"['Süd-korea', 'wird', 'von', 'Amerika', 'unterstützt.']","[0, 0, 0, 0, 0]"
"['Seit', 'dem', 'Jahr', '2018', 'gibt', 'es', 'Gespräche.']","[0, 0, 0, 0, 0, 0, 0]"
"['Politiker', 'aus', 'Süd-korea', 'und', 'Politiker', 'aus', 'Nord-korea', 'sprechen', 'mit-einander.']","[2, 2, 2, 0, 3, 3, 3, 1, 1]"
"['Und', 'Sportler', 'aus', 'Nord-korea', 'machen', 'bei', 'den', 'Olympia-spiele', 'in', 'Süd-korea', 'mit.']","[0, 2, 2, 2, 1, 1, 0, 3, 3, 3, 1]"
"['Kim', 'Jong-un', 'möchte', 'wieder', 'mehr', 'Gespräche', 'mit', 'Süd-korea.']","[0, 0, 0, 0, 1, 0, 2, 2]"
"['Der', 'Korea-Konflikt', 'ist', 'ein', 'großer', 'Streit', 'zwischen', 'zwei', '(2)', 'Ländern.']","[0, 0, 0, 0, 1, 0, 3, 2, 3, 3]"
"['Der', 'Streit', 'ist', 'zwischen', 'dem', 'Land', 'Nord-korea', 'und', 'dem', 'Land', 'Süd-korea.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Beiden', 'Länder', 'streiten', 'sich', 'um', 'eine', 'Insel', 'in', 'Korea.']","[1, 1, 1, 1, 2, 0, 2, 2, 2]"
"['Und', 'sie', 'streiten', 'sich', 'um', 'Kern-waffen', 'von', 'Nord-korea.']","[0, 1, 1, 1, 2, 2, 2, 2]"
"['Und', 'beide', 'Länder', 'haben', 'viele', 'verschiedene', 'politische', 'Meinungen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Bei', 'der', 'Körper-be-malung', 'wird', 'der', 'Körper', 'gestaltet.']","[0, 0, 0, 0, 0, 0, 0]"
"['Er', 'wird', 'mit', 'Farbe', 'angemalt.']","[0, 0, 0, 0, 0]"
"['Die', 'Farbe', 'geht', 'nach', 'einiger', 'Zeit', 'wieder', 'weg.']","[0, 1, 1, 2, 2, 2, 1, 1]"
"['Eine', 'Tätowierung', 'lässt', 'sich', 'nicht', 'ab-waschen.']","[0, 0, 0, 0, 0, 0]"
"['Henna-Farbe', 'hält', 'sehr', 'lange.']","[0, 0, 0, 0]"
"['Das', 'An-malen', 'des', 'Körpers', 'gibt', 'es', 'schon', 'sehr', 'lange.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Früher', 'haben', 'die', 'Menschen', 'Erdfarbe', 'dazu', 'benutzt.']","[1, 0, 0, 0, 0, 2, 0]"
"['Die', 'Menschen', 'haben', 'Stöcke', 'als', 'Pinsel', 'benutzt.']","[0, 1, 1, 0, 2, 2, 1]"
"['An', 'den', 'Stöcken', 'waren', 'Tier-haare.']","[0, 0, 0, 0, 0]"
"['Oder', 'sie', 'haben', 'die', 'Hände', 'zum', 'malen', 'benutzt.']","[1, 1, 1, 0, 0, 2, 2, 1]"
"['Bei', 'den', 'Indianern', 'war', 'Körper-bemalung', 'sehr', 'wichtig.']","[0, 0, 0, 0, 0, 0, 0]"
"['Damit', 'andere', 'sehen', 'konnten', 'wer', 'der', 'Chef', 'ist.']","[1, 1, 1, 1, 2, 0, 2, 2]"
"['Oder', 'wer', 'viel', 'Erfolg', 'hat.']","[0, 0, 0, 0, 0]"
"['Dazu', 'haben', 'sie', 'verschiedene', 'Farben', 'benutzt.']","[0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel:', '\\newline', 'Die', 'Farbe', 'rot', 'sagt:', 'ich', 'habe', 'Erfolg.']","[0, 0, 0, 0, 1, 1, 1, 2, 2, 2]"
"['Die', 'Farbe', 'blau', 'sagt:', 'ich', 'habe', 'Schwierigkeiten.']","[0, 1, 1, 1, 2, 2, 2]"
"['Die', 'Menschen', 'früher', 'haben', 'Körper-be-malung', 'auch', 'als', 'Kriegsbemalung', 'benutzt.']","[0, 1, 3, 1, 1, 0, 2, 2, 1]"
"['Körperbemalung', 'ist', 'Fabe', 'auf', 'der', 'Haut.']","[0, 0, 1, 2, 0, 2]"
"['Der', 'Körper', 'wird', 'mit', 'Farbe', 'an', 'gemalt.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'kleines', 'Kind', 'hat', 'wenig', 'Körper-gewicht.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'ein', 'Erwachsener', 'hat', 'mehr', 'Körper-gewicht.']","[0, 0, 0, 0, 0, 0]"
"['Unter-gewicht', 'ist,', '\\newline', 'wenn', 'man', 'viel', 'zu', 'wenig', 'Körper-gewicht', 'hat.']","[1, 1, 0, 2, 2, 2, 2, 2, 2, 2]"
"['Es', 'ist', 'un-gesund.']","[0, 0, 0]"
"['Über-gewicht', 'ist,', '', '\\newline', 'wenn', 'man', 'zu', 'viel', 'Körper-gewicht', '', 'hat.']","[1, 1, 0, 0, 2, 2, 2, 2, 2, 0, 2]"
"['Es', 'ist', 'un-gesund.']","[0, 0, 0]"
"['Was', 'ein', 'gutes', 'Körper-gewicht', 'ist,', '', '\\newline', 'kann', 'man', 'aus-rechnen.']","[1, 0, 1, 1, 1, 0, 0, 2, 2, 2]"
"['Körper-gewicht', 'ist', 'wie', 'schwer', 'man', 'ist.']","[1, 1, 2, 2, 2, 2]"
"['Man', 'sagt', 'es', 'in', 'Kilogramm-Kilo-gramm.']","[0, 0, 0, 0, 0]"
"['Wenn', 'man', 'schwer', 'ist,', '', '\\newline', 'hat', 'man', 'viel', 'Körper-gewicht.']","[1, 1, 1, 1, 0, 0, 2, 2, 2, 2]"
"['Wenn', 'man', 'leicht', 'ist,', '', '\\newline', 'hat', 'man', 'wenig', 'Körper-gewicht.']","[1, 1, 1, 1, 0, 0, 2, 2, 2, 2]"
"['Am', '27.', 'Mai', '2015', 'gab', 'es', 'bei', 'der', 'FIFA', 'eine', 'Hausdurchsuchung.']","[1, 1, 1, 1, 2, 0, 3, 0, 3, 0, 3]"
"['Und', 'am', 'selben', 'Tag', 'wurden', '7', 'Mitarbeiter', 'von', 'der', 'Polizei', 'verhaftet.']","[1, 1, 1, 1, 2, 2, 2, 3, 0, 3, 3]"
"['Das', 'war', 'in', 'der', 'Schweiz.']","[0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Eugenio', 'Figueredo']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Eduardo', 'Li']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Julio', 'Rocha']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Costas', 'Takkas']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'José', 'Maria', 'Marin']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Rafael', 'Esquivel']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'sind', 'verhaftet', 'worden:', '•', 'Jeffrey', 'Webb']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'FIFA', 'soll', 'sehr', 'viel', 'Geld', 'genommen', 'haben.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Obwohl', 'die', 'FIFA', 'das', 'Geld', 'nicht', 'nehmen', 'durfte.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Sie', 'haben', 'zum', 'Beispiel', 'Geld', 'für', 'die', 'Vergabe', 'der', 'Fußball-Weltmeisterschaften', '2018', 'und', '2022', 'genommen.']","[1, 1, 0, 0, 2, 2, 0, 3, 0, 5, 4, 0, 5, 1]"
"['Zum', 'Beispiel:', 'behalten', 'sie', 'Geld', 'das', 'anderen', 'gehört.']","[0, 0, 1, 1, 0, 2, 2, 2]"
"['Oder:', 'sie', 'waschen', 'Geld', 'von', 'verbotenen', 'Geschäften.']","[1, 1, 1, 0, 2, 2, 2]"
"['Beispiel', '1:', '\\newline', 'Ein', 'Verbrecher', 'gibt', 'einem', 'Richter', 'Geld.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Damit', 'der', 'Richter', 'lügt.']","[0, 0, 0, 0]"
"['Der', 'Richter', 'sagt,', 'der', 'Verbrecher', 'ist', 'unschuldig.']","[0, 1, 1, 0, 2, 2, 2]"
"['Der', 'Richter', 'ist', 'korrupt.']","[0, 0, 0, 0]"
"['Beispiel', '2:', '\\newline', 'Ein', 'Politiker', 'sammelt', 'Geld', 'für', 'eine', 'gute', 'Sache.']","[0, 0, 0, 0, 1, 1, 1, 2, 0, 2, 2]"
"['Dieses', 'Geld', 'gibt', 'er', 'aber', 'nicht', 'weiter', 'an', 'die', 'gute', 'Sache.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 2]"
"['Er', 'kauft', 'sich', 'davon', 'ein', 'eigenes', 'Haus.']","[0, 0, 0, 0, 0, 0, 0]"
"['Er', 'hat', 'die', 'Menschen', 'die', 'Geld', 'gespendet', 'haben', 'betrogen.']","[1, 1, 0, 0, 2, 2, 2, 2, 1]"
"['Dieser', 'Politiker', 'ist', 'dann', 'korrupt.']","[0, 0, 0, 0, 0]"
"['Korruption', 'ist', 'verboten.']","[0, 0, 0]"
"['Korruption', 'wird', 'in', 'Deutschland', 'bestraft']","[1, 1, 2, 2, 0]"
"['Korruption', 'ist', 'ein', 'lateinisches', 'Wort.']","[0, 0, 0, 1, 2]"
"['Es', 'heisst', 'übersetzt', '""Bestechlichkeit"".']","[0, 0, 0, 0]"
"['Korruption', 'bedeutet:', '\\newline', 'Eine', 'Person', 'hat', 'einen', 'Beruf,', 'dem', 'viele', 'Menschen', 'Vertrauen.']","[1, 1, 0, 0, 2, 2, 0, 2, 3, 3, 3, 3]"
"['Oder', 'eine', 'Person', 'kann', 'in', 'ihrem', 'Amt', 'wichtige', 'Entscheidungen', 'treffen.']","[0, 0, 1, 1, 2, 2, 2, 1, 1, 1]"
"['Die', 'Person', 'benutzt', 'den', 'Beruf.']","[0, 0, 0, 0, 0]"
"['Oder', 'das', 'Amt', 'um', 'Vorteile', 'zu', 'haben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Dabei', 'schadet', 'er', 'anderen.']","[0, 0, 0, 0]"
"['Ein', 'Korsett', 'soll', 'den', 'Körper', 'anders', 'aussehen', 'lassen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Korsett', 'zieht', 'man', 'an,', '', '\\newline', 'weil', 'es', 'schön', 'aussieht.']","[0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 2]"
"['Oder', 'weil', 'es', 'für', 'die', 'Gesundheit', 'gut', 'ist.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel:', '\\newline', 'wenn', 'man', 'einen', 'krummen', 'Rücken', 'hat.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Korsett', 'ist', 'ein', 'Kleidungsstück.']","[0, 0, 0, 0, 0]"
"['Ein', 'Korsett', 'ist', 'sehr', 'eng,', '\\newline', 'und', 'gibt', 'dem', 'Körper', 'eine', 'andere', 'Form.']","[0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 2, 2]"
"['Das', 'Wort', 'Koryphäe', 'ist', 'ein', 'Substantiv.']","[0, 0, 0, 0, 0, 0]"
"['Bill', 'Gates', 'kennt', 'sich', 'besonders', 'gut', 'mit', 'Computer', 'aus.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Darum', 'ist', 'er', 'eine', 'Koryphäe', 'im', 'Bereich', 'Computer.']","[1, 0, 1, 1, 1, 2, 2, 2]"
"['Eine', 'Koryphäe', 'ist', 'eine', 'Person,', 'die', 'sich', 'besonders', 'gut', 'in', 'etwas', 'auskennt.']","[0, 1, 1, 0, 1, 2, 2, 2, 2, 3, 3, 2]"
"['Es', 'ist', 'ein', 'anderes', 'Wort', 'für', '""Experte"".']","[0, 0, 0, 0, 0, 0, 0]"
"['Beim', 'Kosewort', 'kommen', 'Buchstaben', 'zu', 'einem', 'Namen', 'dazu.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Kosewort', 'ist', 'ein', 'Kurz-wort', 'für', 'einen', 'Namen.']","[0, 1, 1, 0, 1, 2, 0, 2]"
"['Kosmo-politis-mus', 'ist', 'eine', 'Welt-anschauung.']","[0, 0, 0, 0]"
"['Das', 'heißt,', '\\newline', 'wie', 'man', 'die', 'Welt', 'sieht.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'wie', 'man', 'die', 'Welt', 'gerne', 'hat.']","[0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'wie', 'die', 'Welt', 'sein', 'soll.']","[0, 0, 0, 0, 0, 0]"
"['Wer', 'an', 'Kosmo-politis-mus', 'glaubt', 'ist', 'Kosmo-politisch', '.']","[1, 1, 1, 1, 2, 2, 0]"
"['Eine', 'Frau', 'ist', 'ein', 'Kosmo-politin.']","[0, 0, 0, 0, 0]"
"['Ein', 'Mann', 'ist', 'ein', 'Kosmo-polit.']","[0, 0, 0, 0, 0]"
"['Wenn', 'sich', 'mehrere', 'Menschen', 'als', 'Welt-bürger', 'zusammen-schließen', 'sind', 'sie', 'eine', 'Welt-bürger-bewegung.']","[1, 1, 1, 1, 2, 2, 2, 3, 3, 0, 3]"
"['Das', 'Gegenteil', 'von', 'Kosmo-politis-mus', 'ist', 'Nationalis-mus.']","[0, 0, 0, 0, 0, 0]"
"['Kosmopolitismus', '', 'ist', 'wenn', 'man', 'die', 'ganze', 'Welt', 'als', 'Heimat', 'hat.']","[1, 0, 1, 2, 2, 0, 2, 2, 2, 2, 2]"
"['In', 'jedem', 'Teil', 'von', 'der', 'Welt', 'leben', 'gleiche', 'Menschen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Und', 'man', 'fühlt', 'sich', 'überall', 'zu', 'Hause.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Kraftknoten', 'ist', 'ein', 'Hilfsmittel.']","[0, 0, 0, 0, 0]"
"['Das', 'heißt,', 'die', 'Krankenversicherung', 'muss', 'den', 'Kraftknoten', 'bezahlen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['An', 'manchen', 'Rollstühlen', 'sind', 'Kraftknoten.']","[0, 0, 0, 0, 0]"
"['Mit', 'einem', 'Kraftknoten', 'kann', 'man', 'einen', 'Rollstuhl', 'im', 'Auto', 'befestigen.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 1]"
"['Kraft-training', 'macht', 'man', 'zum', 'Beispiel', 'beim', 'Body-building.']","[0, 0, 0, 0, 0, 0, 0]"
"['Man', 'kann', 'Kraft-training', 'mit', 'Geräten', 'machen.']","[0, 0, 0, 0, 0, 0]"
"['Oder', 'man', 'kann', 'sein', 'eigenes', 'Körper-gewicht', 'benutzen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Bei', 'den', 'Übungen', 'macht', 'man', 'Wieder-holungen.']","[0, 0, 0, 0, 0, 0]"
"['Man', 'macht', 'die', 'gleiche', 'Bewegung', 'hinter-einander.']","[0, 0, 0, 0, 0, 0]"
"['Man', 'macht', 'bei', 'den', 'Übungen', 'Sätze.']","[0, 0, 0, 0, 0, 0]"
"['Das', 'sind', 'Wieder-holungen', 'und', 'eine', 'Pause.']","[0, 0, 1, 0, 0, 2]"
"['Beim', 'Kraft-training', 'macht', 'man', 'die', 'Bewegungen', 'langsam.']","[0, 0, 0, 0, 0, 0, 0]"
"['Damit', 'man', 'die', 'Bewegung', 'richtig', 'macht.']","[0, 0, 0, 0, 0, 0]"
